# kind	author	title	category
# 評価母集団(kokoro-graph 確定 300 + プール残 + 情緒補強 48)。選定は pipeline/select300.py(F-02)
cand	有島武郎	一房の葡萄	有島
cand	梶井基次郎	檸檬	昭和抒情
cand	梶井基次郎	桜の樹の下には	昭和抒情
cand	堀辰雄	風立ちぬ	昭和抒情
cand	堀辰雄	菜穂子	昭和抒情
cand	織田作之助	夫婦善哉	昭和抒情
cand	織田作之助	世相	昭和抒情
cand	坂口安吾	桜の森の満開の下	安吾
cand	坂口安吾	白痴	安吾
cand	坂口安吾	夜長姫と耳男	安吾
cand	坂口安吾	風博士	安吾
cand	坂口安吾	いずこへ	安吾
cand	坂口安吾	戦争と一人の女	安吾
cand	島崎藤村	桜の実の熟する時	自然主義
cand	島崎藤村	嵐	自然主義
cand	田山花袋	蒲団	自然主義
cand	田山花袋	田舎教師	自然主義
cand	田山花袋	重右衛門の最後	自然主義
cand	田山花袋	一兵卒	自然主義
cand	田山花袋	少女病	自然主義
cand	国木田独歩	春の鳥	自然主義
cand	国木田独歩	窮死	自然主義
cand	国木田独歩	竹の木戸	自然主義
cand	国木田独歩	牛肉と馬鈴薯	自然主義
cand	国木田独歩	運命論者	自然主義
cand	国木田独歩	少年の悲哀	自然主義
cand	徳田秋声	あらくれ	自然主義
cand	徳田秋声	黴	自然主義
cand	徳田秋声	爛	自然主義
cand	正宗白鳥	入江のほとり	自然主義
cand	岩野泡鳴	耽溺	自然主義
cand	近松秋江	黒髪	自然主義
cand	嘉村礒多	業苦	自然主義
cand	葛西善蔵	子をつれて	自然主義
cand	葛西善蔵	湖畔手記	自然主義
cand	牧野信一	父を売る子	自然主義
cand	島木健作	赤蛙	自然主義
cand	島田清次郎	地上	自然主義
cand	佐左木俊郎	熊の出る開墾地	自然主義
cand	伊藤左千夫	野菊の墓	明治悲劇
cand	徳冨蘆花	小説 不如帰	明治悲劇
cand	幸田露伴	五重塔	明治悲劇
cand	幸田露伴	風流仏	明治悲劇
cand	幸田露伴	運命	明治悲劇
cand	広津柳浪	今戸心中	明治悲劇
cand	高山樗牛	滝口入道	明治悲劇
cand	二葉亭四迷	浮雲	明治悲劇
cand	二葉亭四迷	平凡	明治悲劇
cand	木下尚江	火の柱	明治悲劇
cand	菊池寛	恩讐の彼方に	菊池寛
cand	菊池寛	父帰る	菊池寛
cand	菊池寛	忠直卿行状記	菊池寛
cand	菊池寛	形	菊池寛
cand	菊池寛	入れ札	菊池寛
cand	菊池寛	藤十郎の恋	菊池寛
cand	菊池寛	俊寛	菊池寛
cand	菊池寛	ある抗議書	菊池寛
cand	谷崎潤一郎	刺青	耽美
cand	谷崎潤一郎	春琴抄	耽美
cand	谷崎潤一郎	痴人の愛	耽美
cand	谷崎潤一郎	秘密	耽美
cand	谷崎潤一郎	少年	耽美
cand	谷崎潤一郎	麒麟	耽美
cand	谷崎潤一郎	人魚の嘆き	耽美
cand	永井荷風	濹東綺譚	耽美
cand	永井荷風	すみだ川	耽美
cand	永井荷風	つゆのあとさき	耽美
cand	佐藤春夫	西班牙犬の家	耽美
cand	室生犀星	性に眼覚める頃	耽美
cand	室生犀星	或る少女の死まで	耽美
cand	室生犀星	幼年時代	耽美
cand	横光利一	春は馬車に乗って	新感覚
cand	横光利一	花園の思想	新感覚
cand	横光利一	機械	新感覚
cand	横光利一	蠅	新感覚
cand	横光利一	日輪	新感覚
cand	江戸川乱歩	人間椅子	探偵怪奇
cand	江戸川乱歩	パノラマ島綺譚	探偵怪奇
cand	江戸川乱歩	押絵と旅する男	探偵怪奇
cand	江戸川乱歩	屋根裏の散歩者	探偵怪奇
cand	江戸川乱歩	D坂の殺人事件	探偵怪奇
cand	江戸川乱歩	心理試験	探偵怪奇
cand	江戸川乱歩	赤い部屋	探偵怪奇
cand	江戸川乱歩	鏡地獄	探偵怪奇
cand	江戸川乱歩	人でなしの恋	探偵怪奇
cand	江戸川乱歩	白昼夢	探偵怪奇
cand	江戸川乱歩	孤島の鬼	探偵怪奇
cand	江戸川乱歩	双生児	探偵怪奇
cand	江戸川乱歩	二癈人	探偵怪奇
cand	江戸川乱歩	お勢登場	探偵怪奇
cand	夢野久作	瓶詰地獄	探偵怪奇
cand	夢野久作	少女地獄	探偵怪奇
cand	夢野久作	キチガイ地獄	探偵怪奇
cand	夢野久作	押絵の奇蹟	探偵怪奇
cand	夢野久作	あやかしの鼓	探偵怪奇
cand	夢野久作	死後の恋	探偵怪奇
cand	夢野久作	人間腸詰	探偵怪奇
cand	坂口安吾	不連続殺人事件	探偵怪奇
cand	久生十蘭	湖畔	探偵怪奇
cand	渡辺温	可哀相な姉	探偵怪奇
cand	小酒井不木	恋愛曲線	探偵怪奇
cand	村山槐多	悪魔の舌	探偵怪奇
cand	海野十三	十八時の音楽浴	探偵怪奇
cand	国枝史郎	神州纐纈城	探偵怪奇
cand	豊島与志雄	野ざらし	探偵怪奇
cand	小林多喜二	蟹工船	プロレタリア
cand	小林多喜二	党生活者	プロレタリア
cand	小林多喜二	一九二八年三月十五日	プロレタリア
cand	葉山嘉樹	セメント樽の中の手紙	プロレタリア
cand	葉山嘉樹	海に生くる人々	プロレタリア
cand	葉山嘉樹	淫売婦	プロレタリア
cand	黒島伝治	渦巻ける烏の群	プロレタリア
cand	黒島伝治	二銭銅貨	プロレタリア
cand	宮本百合子	貧しき人々の群	プロレタリア
cand	宮本百合子	播州平野	プロレタリア
cand	大杉栄	自叙伝	プロレタリア
cand	林芙美子	放浪記	女性作家
cand	林芙美子	風琴と魚の町	女性作家
cand	林芙美子	清貧の書	女性作家
cand	林芙美子	晩菊	女性作家
cand	岡本かの子	老妓抄	女性作家
cand	岡本かの子	金魚撩乱	女性作家
cand	岡本かの子	鮨	女性作家
cand	岡本かの子	家霊	女性作家
cand	田村俊子	木乃伊の口紅	女性作家
cand	壺井栄	二十四の瞳	女性作家
cand	与謝野晶子	みだれ髪	詩歌
cand	与謝野晶子	恋衣	詩歌
cand	石川啄木	一握の砂	詩歌
cand	石川啄木	悲しき玩具	詩歌
cand	石川啄木	呼子と口笛	詩歌
cand	中原中也	山羊の歌	詩歌
cand	中原中也	在りし日の歌	詩歌
cand	萩原朔太郎	月に吠える	詩歌
cand	萩原朔太郎	青猫	詩歌
cand	萩原朔太郎	氷島	詩歌
cand	萩原朔太郎	猫町	詩歌
cand	高村光太郎	智恵子抄	詩歌
cand	高村光太郎	道程	詩歌
cand	北原白秋	邪宗門	詩歌
cand	島崎藤村	若菜集	詩歌
cand	種田山頭火	草木塔	詩歌
cand	三遊亭円朝	怪談牡丹灯籠	語り物
cand	三遊亭円朝	文七元結	語り物
cand	三遊亭円朝	名人長二	語り物
cand	岡本綺堂	修禅寺物語	語り物
cand	岡本綺堂	番町皿屋敷	語り物
cand	岡本綺堂	鳥辺山心中	語り物
cand	柳田国男	遠野物語	語り物
cand	折口信夫	死者の書	語り物
cand	長谷川伸	瞼の母	大衆
cand	長谷川伸	一本刀土俵入	大衆
cand	押川春浪	海島冒険奇譚 海底軍艦	大衆
cand	新美南吉	ごん狐	児童文学
cand	新美南吉	おじいさんのランプ	児童文学
cand	新美南吉	手袋を買いに	児童文学
cand	小川未明	赤い蝋燭と人魚	児童文学
cand	小川未明	野ばら	児童文学
cand	小川未明	金の輪	児童文学
cand	小川未明	牛女	児童文学
cand	佐藤紅緑	あゝ玉杯に花うけて	児童文学
cand	巌谷小波	こがね丸	児童文学
cand	北条民雄	いのちの初夜	極限の手記
cand	原民喜	夏の花	極限の手記
cand	原民喜	廃墟から	極限の手記
cand	久米正雄	受験生の手記	極限の手記
cand	倉田百三	出家とその弟子	極限の手記
cand	正岡子規	病牀六尺	極限の手記
cand	梅崎春生	桜島	極限の手記
cand	田中英光	オリンポスの果実	極限の手記
cand	中勘助	妹の死	極限の手記
cand	国木田独歩	忘れえぬ人々	自然主義
cand	小川未明	月夜と眼鏡	児童文学
cand	太宰治	ロマネスク	太宰
cand	太宰治	雪の夜の話	太宰
cand	太宰治	貨幣	太宰
cand	菊池寛	三浦右衛門の最後	菊池寛
cand	芥川龍之介	或日の大石内蔵助	芥川
cand	芥川龍之介	お富の貞操	芥川
cand	芥川龍之介	妖婆	芥川
cand	江戸川乱歩	日記帳	探偵怪奇
cand	江戸川乱歩	一枚の切符	探偵怪奇
cand	夢野久作	木魂	探偵怪奇
cand	泉鏡花	国貞えがく	鏡花
cand	泉鏡花	薬草取	鏡花
cand	樋口一葉	わかれ道	一葉
cand	新美南吉	最後の胡弓弾き	児童文学
cand	小川未明	殿さまの茶わん	児童文学
cand	小林多喜二	独房	プロレタリア
cand	宮沢賢治	やまなし	賢治
cand	谷崎潤一郎	恐怖	耽美
cand	谷崎潤一郎	小さな王国	耽美
cand	永井荷風	ひかげの花	耽美
cand	島崎藤村	ある女の生涯	自然主義
cand	石川啄木	二筋の血	詩歌
cand	三遊亭円朝	闇夜の梅	語り物
cand	江戸川乱歩	一寸法師	探偵怪奇
cand	夢野久作	いなか、の、じけん	探偵怪奇
cand	徳永直	麦の芽	プロレタリア
cand	中勘助	銀の匙	安の候補
cand	国木田独歩	武蔵野	安の候補
cand	夏目漱石	草枕	安の候補
cand	島崎藤村	千曲川のスケッチ	安の候補
cand	若山牧水	みなかみ紀行	安の候補
cand	寺田寅彦	どんぐり	安の候補
cand	堀辰雄	美しい村	安の候補
cand	梶井基次郎	城のある町にて	安の候補
cand	太宰治	お伽草紙	喜の候補
cand	太宰治	新釈諸国噺	喜の候補
cand	芥川龍之介	芋粥	喜の候補
cand	宮沢賢治	どんぐりと山猫	喜の候補
cand	宮沢賢治	雪渡り	喜の候補
cand	薄田泣菫	茶話	喜の候補
cand	伊藤左千夫	隣の嫁	好の候補
cand	森鴎外	文づかい	好の候補
cand	樋口一葉	ゆく雲	好の候補
cand	樋口一葉	闇桜	好の候補
cand	岡本かの子	越年	好の候補
cand	国木田独歩	初恋	好の候補
cand	江戸川乱歩	何者	驚の候補
cand	小酒井不木	人工心臓	驚の候補
cand	大阪圭吉	とむらい機関車	驚の候補
cand	大阪圭吉	銀座幽霊	驚の候補
cand	甲賀三郎	琥珀のパイプ	驚の候補
cand	海野十三	蠅男	驚の候補
cand	浜尾四郎	殺された天一坊	驚の候補
cand	葉山嘉樹	牢獄の半日	怒の候補
cand	細井和喜蔵	モルモット	怒の候補
cand	大杉栄	獄中記	怒の候補
cand	田中貢太郎	竈の中の顔	怖の候補
cand	泉鏡花	草迷宮	怖の候補
cand	中島敦	南島譚	多色の候補
cand	太宰治	右大臣実朝	多色の候補
cand	森鴎外	安井夫人	多色の候補
cand	幸田露伴	観画談	多色の候補
cand	宮沢賢治	ポラーノの広場	多色の候補
cand	宮沢賢治	水仙月の四日	多色の候補
cand	新美南吉	花のき村と盗人たち	多色の候補
cand	樋口一葉	琴の音	多色の候補
cand	国木田独歩	画の悲み	多色の候補
cand	夏目漱石	文鳥	多色の候補
cand	芥川龍之介	煙草と悪魔	多色の候補
cand	太宰治	黄村先生言行録	多色の候補
cand	織田作之助	アド・バルーン	多色の候補
cand	久生十蘭	黒い手帳	多色の候補
